correct_spelling,wrong_spelling
international,niternational
interpret,interprte
interview,interveiw
iron,iorn
irrelevant,irrelavent
irrelevant,irrevelant
irresistible,irrisestible
isn't,is'nt
item,tiem
itself,itslef
jaguar,jagaur
jewelry,jewlery
jobcentre,jobcenter
join,jion
judgement,jugdement
juice,jucie
junior,jiunor
junior,jounir
junior,juinor
junior,junoir
kaleidoscope,kaliedoscope
kettle,kettel
khaki,kahki
kindergarten,kintergarden
knife,kinfe
know,kown
label,lable
laboratory,labarotory
language,langauge
large,lagre
last,lats
latest,lastet
latest,latets
league,leauge
left,lfet
leisure,lesiure
leisure,lesuire
leisure,liesure
length,lenght
level,levle
license,lisence
lies,lise
lights,ligths
list,lits
lists,lsits
literally,literlaly
little,littel
loaned,laoned
lodge,lodeg
lodge,logde
lodge,loged
lonely,lonley
lovely,lovley
machine,machein
magnificent,maginficent
magnificent,magnifecint
mainly,mianly
manner,amnner
mans,masn
maple,mapel
marble,marbel
married,marride
material,matariel
material,matieral
materially,matearilly
materially,matierally
mathematics,mathametics
maudlin,mauldin
melancholy,malencholy
melancholy,melancohly
mercenary,mercanery
midnight,midnigth
minimum,miminum
minimum,minmium
minutes,minuets
miscellaneous,miscelleanous
mischief,mischeif
model,modle
modern,morden
mountain,mountian
mountainous,mountianous
move,omve
museum,muesum
museum,muusem
mustn't,must'nt
names,neams
natural,natrual
necessarily,necessairly
necessarily,necessiarly
necessary,necassery
negotiations,negiotations
neither,niether
networks,netowrks
niece,neice
night,nigth
ninetyninth,nintynineth
noble,nobel
noisy,niosy
noisy,nosiy
not,ont
occasionally,occaisonally
occasionally,occasonially
of,fo
often,ofent
one,oen
only,olny
open,opne
operator,poerator
opportunities,opprotunities
opposite,oppoiste
oratorio,orotario
order,oredr
ordinarily,ordinairly
ordinarily,ordiniarly
ordinarily,oridinarly
originally,orginially
originally,origanilly
originally,orignially
overhead,overhaed
owl,olw
own,onw
owner,onwer
painful,pianful
pamphlet,phamplet
pamphlets,phamplets
parallel,paralell
parents,perants
particular,partciular
patch,pacth
peculiar,peciular
peculiar,pecuilar
penguins,pengiuns
people,peopel
people,pepole
people,poeple
perceive,percieve
perceive,preceive
perforation,preforation
period,peroid
permanent,permenant
permanent,pernament
permanently,permannetly
permanently,permenantly
perpetual,prepetual
persuasion,persausion
pervaded,prevaded
pharaohs,pharoahs
philosophy,phiolosphy
philosophy,pholosiphy
physician,phycisian
piano,paino
piano,pinao
pickle,pickel
picturesque,pictureques
picturesque,picturequse
piece,peice
pieces,peices
pierce,peirce
pilot,piolt
pilot,pliot
pilot,polit
pitch,picth
pitcher,picther
plagiarism,plaigarism
plan,paln
plan,panl
pneumonia,penumonia
pneumonia,peunmonia
pneumonia,pnemounia
pneumonia,pnenumoia
pneumonia,pneunomia
pneumonia,pnuemonia
pockets,pokects
poem,peom
poems,peoms
poems,pomes
poems,pomse
poetry,peotry
poetry,poerty
poetry,potery
poetry,potrey
poison,posion
pork,prok
potatoes,potateos
precision,pricesion
prefer,perfer
prejudice,perjudice
prejudice,predjuice
prejudice,predujice
prejudice,prejduice
prejudice,prejiduce
prepared,prepeard
preserved,perserved
president's,presidents'
pretend,pertend
pretend,prented
pretend,pretned
pretend,prtened
prevalent,prevelant
prevent,pervent
priest,preist
primaeval,primeaval
principles,principels
prior,piror
prisoners,prsioners
privilege,privelige
privileged,priveliged
problem,porblem
problem,probelm
problem,promble
procedure,procedeur
procedure,proceduer
procedure,proceedur
proceed,procede
prologue,prolouge
provide,provied
pseudonym,pseudynom
psychology,pyschology
pulse,pluse
purple,purpel
puzzle,puzzel
quality,quailty
questionnaire,questionniare
quietly,quitely
quite,queit
radically,radiaclly
radio,raido
read,raed
receipt,reciept
receipt,recipte
receipt,reicept
receipts,reciepts
receipts,reciptes
receipts,riecepts
receive,recieve
received,recieved
receiver,reciever
receives,recieves
receiving,recieving
receptacle,receptacel
recognition,recgonition
recognition,recongition
recognize,recongize
refrigerator,refregirator
refuse,refues
regained,regianed
region,reigon
relevant,relavent
relief,reilef
relief,releif
relief,relife
relieve,releive
remember,rembemer
remember,remebmer
remember,remmeber
remembrance,remmberance
repairs,reparis
reporter,reproter
reports,reoprts
represent,repersent
representatives,repersentatives
representatives,represnetatives
requesting,resqueting
require,requier
restaurant,reasturant
restaurant,restaraunt
restaurant,restuarant
rhapsody,raphsody
rheumatism,rehumatism
rheumatism,reuhmatism
rheumatism,rhematisum
rheumatism,rhuematism
rhododendron,rhododrendon
rhubarb,ruhbarb
ride,ried
right,rigth
rose,roes
round,ronud
ruffle,ruffel
rye,rey
sacrilegious,sacreligious
sacrilegious,sacriligeous
saddle,saddel
safe,fase
safeguard,safegaurd
safety,saftey
said,siad
sample,sampel
sank,snak
satisfaction,satisfactoin
satisfactorily,satisfactoryil
saucer,sacuer
saucer,scauer
saucer,suacer
saying,saiyng
scarcely,scarcley
scarcely,scarecly
scarcely,scracely
scare,scear
schedule,scheduel
schedule,schelude
schedule,schudele
scheduled,scheldued
scheduled,scheluded
scheduled,scheudled
scheduled,schuedled
scheme,scheem
school,shcool
science,sceince
scissors,sisscors
scrambled,scrambeld
searched,saerched
searched,searchde
secret,secert
secret,serect
seed,sede
segment,segemnt
seize,sieze
seized,siezed
self,slef
semi-skilled,seim-skilled
senior,seinor
sense,senes
settle,settel
settlement,settelment
sewing,sweing
shape,sheap
shape,spahe
shield,sheild
shields,sheilds
ship,sihp
shoes,shose
shovel,shovle
shriek,shreik
side,sied
siege,seige
simple,simpel
single,singel
skilfully,skillfuly
sleigh,sliegh
slide,slied
slightly,slighlty
socks,scoks
solemn,solmen
solve,slove
sorority,sorroity
sound,sonud
southern,southren
souvenir,souviner
speakers,spaekers
special,speacil
special,speaicl
special,specail
special,speical
special,spiecal
specifically,speficically
specimen,sepcimen
specimen,specemin
specimen,spicemen
specimen,spiecmen
specimens,secpimens
specimens,spicemens
spiritual,spritiual
sport,sprot
sprained,sprianed
sprinkle,sprinkel
stable,stabel
standard,stnadard
starter,strater
station,staiton
statistics,stastitics
stick-insects,stickin-sects
stomach,stamoch
stomach,stoamch
street,steert
strength,strenght
structure,structrue
subtract,subtrcat
succeed,succede
successful,succsesful
sufficiently,sufficeintly
suitable,siutable
surely,surley
suspicion,supicsion
suspicion,supsicion
sympathetic,sympethatic
table,tabel
tackle,tackel
take,taek
taught,tuaght
technical,techicnal
technical,techincal
technical,tecnichal
tedious,tediuos
telephoned,telehponed
temperature,tempreature
temple,tempel
temporarily,temporairly
temporarily,temporiarly
temporary,temparory
the,hte
their,thier
therapists,threapists
these,thees
thief,theif
thieves,theives
thieves,thevies
thimble,thimbel
third,thrid
thirty,thrity
this,tish
thorough,thourogh
thoroughly,thouroghly
those,thoes
tickled,tickeld
tied,teid
time,tiem
to,ot
together,togehter
toilets,tiolets
tongue,tounge
tournament,touranment
tournament,tournmeant
traffic,tarffic
tragedy,tradegy
tragedy,tradgey
train,trani
train,trian
training,trianing
travel,travle
tried,tride
triumph,tirumph
triumph,trimuph
triumph,truimph
trying,triyng
turned,truned
turned,turend
turtle,turtel
type,tepy
unable,unabel
unanimous,unaminous
unanimous,unamnious
unanimous,uninamous
unbeliever,unbeleiver
uncritical,uncritiacl
underwear,underware
unemployed,enumployed
unemployed,unempolyed
unexpected,unexcpeted
unforgettable,unforgettalbe
unfortunately,unfortuneatly
unparalleled,unparalelled
unresolved,unresloved
unusually,unuasully
unusually,unusaully
urgently,ungertly
user,uers
valuable,valubale
value,vaule
various,vairous
vessel,vessle
view,veiw
viewed,veiwed
villain,villian
violence,viloence
violence,voilence
violence,volience
violet,voilet
violin,vioiln
violins,voilins
virtues,virtuse
virtues,vitures
visited,vistied
vulgar,valgur
wake,waek
watch,wacth
wednesday,wedensday
week's,weeks'
weigh,wiegh
weighed,wieghed
weight,weigth
weight,wieght
weights,weigths
weird,wierd
were,weer
were,wree
weren't,were'nt
where,hwere
which,whihc
whistling,whislting
whistling,whitsling
who,hwo
who,ohw
who,woh
wire,wier
with,wiht
women,wemon
women,woemn
wonder,wonerd
worse,wosre
worth,worht
wretched,wrecthed
wrong,worng
yacht,yahct
years,yares
years,yeras
yield,yeild
you,uoy
you,yuo
