correct_spelling,wrong_spelling
exhibition,exebishon
exhibition,exepishon
exhibition,expetion
existence,aegsistance
existence,aksistance
expenditure,acspanditure
experience,ickspreans
explained,exeplande
extraordinary,exterordanry
facilities,ficiltys
facilities,phasillities
facilities,phesilaties
facilities,physcilities
facilities,physialities
facilities,physilities
facilities,physiloties
familiar,femeller
familiar,femilure
familiar,fimaler
familiar,fmelera
fascinating,fasenitaing
favourite,faveret
favourite,favirot
fight,vite
financially,financel
financially,finiancely
fraternally,firternily
fraternally,firturnaly
fraternally,fretrunly
fraternally,freturnily
fraternally,frewturnaly
fraternally,frturnly
fraternally,fryturnely
fraternally,furturnlly
frightened,firtend
frightened,fridend
frightened,fritnd
frightened,fritond
frightened,fry_tuned
gallery,galrwe
galloped,galapt
galloped,galept
galloped,galpt
galloped,glpt
genius,Jeanues
genius,jeanes
genius,jeyionus
geometry,gematree
gorgeous,goyorges
great,carot
great,coird
great,garte
grippe,quirp
guarantee,carente
guarantee,carinte
guarantee,carrentie
guarantee,gareente
guarantee,garennte
guarantee,garent
guarantee,garenty
guarantee,garinty
guarantee,garnete
guarantee,garonty
guarantee,garranty
guarantee,garrent
guarantee,garrente
guarantee,garuenty
guarantee,garunate
guarantee,gaurnte
guarantee,gaurntie
guarantee,gerenttee
guarantee,granaette
guarantee,granty
guarantee,grenty
guarantee,grounte
guarantee,guarrenty
guarantee,guorronte
guaranteed,gareentied
guaranteed,garentee-ed
guaranteed,garintet
guaranteed,garrented
guaranteed,gaurontied
guaranteed,gurnetted
guardian,garddein
guardian,gaurdain
guardian,gaurdane
guardian,gaurdine
guardian,gurriden
harassed,harest
harassed,harist
harassed,harrast
harassed,harrest
harassed,harriest
harassed,harrist
harassed,harrost
height,hid
height,hite
hydraulic,hidrrawlik
immediately,amedditly
immediately,amedettlee
immediately,ameideitly
immediately,amiedeatly
immediately,emdiatley
immediately,emeadeately
immediately,emedatly
immediately,emedetly
immediately,emidetly
immediately,emidiotly
immediately,imadeatly
immediately,imdetly
immediately,imeadietly
immediately,imeaditly
immediately,imeadittly
immediately,imeddutily
immediately,imedetley
immediately,imedetly
immediately,imediedtly
immediately,imidatly
immediately,imidietly
immediately,immeedeatley
immensely,Imencily
immensely,emancely
immensely,emansly
immensely,emeansly
immensely,emencelly
immensely,emencially
immensely,emencialy
immensely,emencily
immensely,emensley
immensely,emensouly
immensely,emincely
immensely,eminsily
immensely,eminsly
immensely,immencially
incidentally,ensedently
incidentally,ensidently
incidentally,incediently
incidentally,incedintely
incidentally,insedently
incidentally,insedintly
incidentally,insidenately
incidentally,insodently
inconvenienced,inconvienenst
indefinite,endiffinate-
indefinite,indeafant
indefinite,indeffent
indefinite,indevenet
indefinite,indifenet
indefinite,indifennate
indefinite,indiffent
indefinite,indiffiant
indefinitely,endeffently
indefinitely,indeffantly
indefinitely,indeffentaly
indefinitely,indeffently
indefinitely,indifenatly
indefinitely,indifentally
indefinitely,indiffenately
indefinitely,indiffenatly
indefinitely,indiffently
indefinitely,indifinetally
indefinitely,indivently
infinite,infaent
initials,eneshals
initials,enneshals
initials,inashles
initials,ineshules
intellectual,intoilectioal
intellectual,intolectiuial
irresistible,erasistoble
irresistible,erisistable
irresistible,ersistable
irresistible,erysistable
itemized,atmiste
jeopardize,jeprodise
juice,jes
juice,joos
juice,jos
knife,nighf
leisure,lesiar
leisure,luser
lights,lates
machine,meshien
machine,mishn
magnificent,magnefesant
magnificent,magnefsant
magnificent,magniffesunt
magnificent,mignfsant
manoeuvre,manuveur
materially,matarl
materially,matryly
materially,matural
materially,meaterley
materially,meatirly
materially,meterely
materially,metirly
materially,metrealy
materially,motuarley
materially,mterley
materially,muiterily
miscellaneous,mecelenious
miscellaneous,mesalaneous
miscellaneous,mesoleanious
miscellaneous,messalanious
miscellaneous,messelianuous
miscellaneous,messelonious
miscellaneous,miceloneaus
miscellaneous,micilanious
miscellaneous,miesalanias
miscellaneous,misalaines
miscellaneous,misalainious
miscellaneous,misalainis
miscellaneous,misalainous
miscellaneous,misalainus
miscellaneous,misalaneas
miscellaneous,misalanes
miscellaneous,misalanias
miscellaneous,misalaniese
miscellaneous,misalanious
miscellaneous,misalanis
miscellaneous,misalanise
miscellaneous,misalanius
miscellaneous,misalanous
miscellaneous,misalanus
miscellaneous,misalanyas
miscellaneous,misaleanous
miscellaneous,misalenious
miscellaneous,misalenous
miscellaneous,misalenus
miscellaneous,misalianious
miscellaneous,misalleoneus
miscellaneous,misalnes
miscellaneous,misalonas
miscellaneous,misaluneous
miscellaneous,miscelanias
miscellaneous,misealineus
miscellaneous,misealinous
miscellaneous,miselanis
miscellaneous,misellainis
miscellaneous,misilainious
miscellaneous,misilainous
miscellaneous,misilanious
miscellaneous,misolaineus
miscellaneous,misolainious
miscellaneous,misolanes
miscellaneous,misolanious
miscellaneous,misolanius
miscellaneous,misolanus
miscellaneous,misolaoneous
miscellaneous,missalainess
miscellaneous,missalainious
miscellaneous,missalainus
miscellaneous,missalaneis
miscellaneous,missalanious
miscellaneous,missalanis
miscellaneous,missalanoss
miscellaneous,missalianious
miscellaneous,missalleonus
miscellaneous,missalneous
miscellaneous,missilainious
miscellaneous,missilaneus
miscellaneous,missilanious
miscellaneous,missilaniouss
miscellaneous,missilanus
miscellaneous,misslinious
miscellaneous,missolaeons
miscellaneous,missolainies
miscellaneous,missolainious
miscellaneous,missolanious
miscellaneous,missoleanus
miscellaneous,missulanious
miscellaneous,missulannous
miscellaneous,missulianias
miscellaneous,misulanies
miscellaneous,misulanis
miscellaneous,musolanious
miscellaneous,musolonis
mountainous,maintaines
mountainous,mointinase
mountainous,mointinuss
mountainous,mointnus
mountainous,montinas
mountainous,mountenas
museum,mouceme
museum,mowzam
mutual,meautalle
mutual,moutle
mysterious,mesterys
mysterious,misitarise
mysterious,msyterus
mystery,mistarie
necessarily,nessacerly
necessarily,nessaecerely
necessarily,nessasairly
necessarily,nessassarly
necessarily,nessesaryally
neck,nakie
negotiations,negosheaitions
negotiations,negoshishayns
neighbour,nabor
neighbour,nabour
neighbourhood,naborhood
noticeable,noteisble
noticeable,notesably
noticeable,noteseabol
noticeable,notisbolle
noticeable,notisbool
noticeable,nowtisbull
noticed,notest
occasionally,accossinally
occasionally,occosonoly
occasionally,okaysionaly
old-fashioned,old_fashend
once,wuns
operator,abarater
opportunities,aportunates
opportunities,opertanits
opportunities,opertonites
opportunities,oprotunitys
opposite,opacit
opposite,opaset
opposite,opceit
opposite,opcit
opposite,opeset
opposite,opest
opposite,opicet
opposite,opicit
opposite,opist
opposite,opizit
opposite,opocet
opposite,opoist
opposite,opset
orchestra,arkester
originally,aridgeanoly
originally,arridgenally
originally,oridgenly
originally,oridgenouly
our,arew
papier-mache,paper_masha
papier-mache,paper_mashy
papier-mache,papier_mashay
partial,parchell
partial,parshell
particular,pertikelor
peculiar,becler
peculiar,beyculer
peculiar,biculyer
peculiar,peocleor
peculiar,picolor
peculiar,picooler
peculiar,piguler
peculiar,puclaur
peculiar,puclour
people,pipoll
perceive,precieve
perceive,purscieve
permanently,perminantally
permanently,preamenantely
phase,faez
phase,faies
phase,faize
phase,fayes
phase,fays
phase,fayze
phase,fazze
philosophy,falocify
philosophy,falosave
philosophy,falosphy
philosophy,falossofy
philosophy,felocify
philosophy,fillosefe
philosophy,filosify
philosophy,filousfy
philosophy,filousify
philosophy,flosifey
philosophy,flosphey
philosophy,folocify
philosophy,folusiphy
philosophy,fullusafy
philosophy,phalosafy
philosophy,pholisphe
philosophy,phylosify
philosophy,phylosofie
philosophy,velosafe
physician,phicision
physician,phicyson
physician,phsyision
picturesque,pecturesk
picturesque,pecturusk
picturesque,picteresk
picturesque,picturask
picturesque,pictureask
pilot's,pletets
pinnacle,pengle
pinnacle,penical
pinnacle,penkley
pinnacle,pincol
pinnacle,pinecal
pinnacle,pinecall
pinnacle,pinical
pinnacle,pinicall
pinnacle,pinickal
pneumonia,knemonu
pneumonia,namouny
pneumonia,newmony
pneumonia,pneumaine
poetry,pooatree
poetry,powoter
police,palees
politician,ploytision
politician,pollitsin
poultry,poletree
precision,bersesen
precision,persisson
precision,prissission
prefer,perfour
prefer,perfure
prejudice,predgedious
prejudice,predgedis
prejudice,predgidous
prejudice,pregedious
prejudice,pregides
prejudice,pregidess
prejudice,pregidious
prejudice,pregidis
prejudice,pregidus
prejudice,prejidous
pretend,pertaned
primary,premiear
procedure,procedeior
profession,preffeson
prologue,browlog
prologue,parlog
prologue,prealog
prologue,prlock
proud,paret
questionnaire,questioneer
questionnaire,questionerr
questionnaire,questionery
questionnaire,questionior
questionnaire,questionry
really,riel
really,riliu
recently,reasaintly
recommend,recamente
regretted,regarded
relief,realeve
relief,releave
relief,riylf
remittance,remitens
requisition,recocition
requisition,recosution
requisition,recozition
requisition,recquazation
restaurant,resteruunt
restaurant,restrount
rheumatism,hrumitisum
rheumatism,rehmeutism
rheumatism,reumheatisim
rheumatism,reumitisiam
rheumatism,rheumtizeum
rheumatism,rhomitisum
rheumatism,rhuemtisum
rheumatism,roomitisum
rheumatism,ruemitisium
rheumatism,rumatizum
rheumatism,rumetisum
rheumatism,rumitisam
rheumatism,rumitisim
rheumatism,rumitisium
rheumatism,rumitisum
rheumatism,rumitizaim
rheumatism,rumitizium
rheumatism,rumitizm
rheumatism,rummitizem
rheumatism,rumutesuem
ridiculous,readicules
ridiculous,redecless
ridiculous,redickles
ridiculous,redicouls
ridiculous,redicualace
ridiculous,rediculace
ridiculous,rediculase
ridiculous,redikulis
ridiculous,reduckulies
ridiculous,reducules
ridiculous,riducouls
rough,raf
rough,refea
rough,wrove
sacrilegious,sackrelejas
sacrilegious,sacralijous
sacrilegious,sacroliges
satisfaction,satesfacshen
satisfaction,satisfackshen
satisfaction,satisfuckshon
satisfactorily,staisfactorally
saucer,cizer
saucer,sosr
scarcely,sacresiouly
scarcely,secairsly
scarcely,skersley
schedule,scadual
schedule,scadualy
schedule,scudial
schedule,scudual
schedule,secdual
schedule,skedual
schedule,skeduel
scissors,saciarres
scissors,sicerse
scissors,sizers
scrambled,scampeld
seesaw,sea_swa
semi-skilled,semmey_skiled
sensible,senscebul
signature,syintur
similarity,simialirt
skilfully,skillfel
somewhere,sumwer
special,sbesll
special,spaisile
special,spasall
special,spesle
special,spesule
special,spslie
specifically,specephicly
specifically,speciphicly
specifically,supacificly
specimen,sepesaman
specimens,spisemans
spiritual,speartiual
spiritual,spieratually
spiritual,spuritily
stomach,stumeak
stomach,stumek
stomach,stumk
stomach,stummec
stomach,stumok
stomach,stumuk
stomach,stumuke
strenuous,straines
strenuous,strainuss
subterranean,spitrainen
subterranean,subbteranain
subterranean,subtarainion
subterranean,subterainin
subterranean,supteranion
subterranean,suptranon
successful,sacksesful
successful,sucksesfull
successful,sucsesfle
successful,suksesfull
successful,suxsefal
sufficient,sefisent
sufficient,sufisant
suitable,sotaboll
suitable,sotabul
suitable,sotoboll
suitable,suetebull
suitable,sutball
suitable,suteaboule
suitable,sutebul
supplement,suplimante
surface,serfes
surface,serffes
surface,serfies
surface,serfis
surface,serfiss
surface,serfuss
surface,servecy
surface,serves
surface,servese
surface,servise
surface,sirfis
surface,sorfes
surface,sorfess
surface,srfeise
surplus,cerplass
surplus,cirplace
surplus,cirplese
surplus,cirpuls
surplus,serpalce
surplus,serplace
surplus,serplece
surplus,serplice
surplus,serpulse
surplus,sirplace
surplus,surpliace
surrounded,serended
surrounded,sranded
suspicion,susipession
symmetry,cemitary
symmetry,cemitry
symmetry,cimatree
symmetry,cimatry
symmetry,cimetery
symmetry,cimitry
symmetry,cymitery
symmetry,semetrie
symmetry,semitary
symmetry,semtrey
symmetry,simatree
symmetry,simitary
symmetry,simitery
symmetry,simitray
symmetry,simtary
symmetry,simutr
taken,tookony
technical,tackneccal
technical,tacnicle
technical,taknickel
technical,taqneical
technical,techniquely
technical,tecnacle
technical,tecnecle
technical,ticknickle
temperature,temparter
temperature,tempreter
temperature,tempriter
temperature,temproter
temporarily,temperrarially
toboggan,tabbogon
toboggan,tobacon
tonnage,tuneouge
tracksuit,treksot
traffic,traveck
traffic,trofek
tragedy,trodgity
transferred,transsfherd
trial-run,tarl_ran
trial-run,trail_ran
unanimous,unoniums
unforgettable,anforgetabul
unfortunate,infortant
unfortunately,unfortintilly
unfortunately,unfortuantally
unfortunately,unfortuantley
unnecessarily,unessasarily
unusually,unuasley
use,yowes
used,youst
usually,yousel
vacancies,vaccounces
valley,fal
various,vereas
various,veres
various,veriusse
various,verreas
various,verress
various,veryass
vegetables,vegdaballs
verruca,varooka
viewed,feade
viewed,foued
viewed,fued
viewed,fuid
viewed,voad
viewed,vod
virtues,verteous
virtues,vertious
walkie-talkie,walky-talky
wrote,rouht
